pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
pw_c3979155d93d9d94,31034_node_east_stairs_top,entrance_69th_st_transit_center_main_hall,1,1,4.44,,,,,69th Street Transportation Center,
pw_c758b1fd2469c957,31034_entrance_west_terminal_peninsula,15497_boarding_west_terminal_peninsula,1,1,29.99,,,,,,
pw_caff798c3471f3bb,31034_node_main_concourse_west_end,31034_entrance_west_terminal_peninsula,1,1,18.23,,,,,Exit,
pw_cb0c0a5f299f03e3,31034_node_m1_north_rotogate_paid_area,31034_node_m1_north_rotogate_unpaid_area,7,0,1.39,,,,0.45,,
pw_cd0db0159753d037,416_boarding_l1_eastbound_central,416_boarding_l1_eastbound_east,1,0,33.04,,,,,Next Train,
pw_cd780f0a8b8cbb5f,20845_boarding_westbound_dropoff_central,31034_node_north_hall_south,1,0,17.24,,,,,Elevator,
pw_cf1c74c96db0234c,31034_node_curvy_ramp_landing,31034_node_tributary_stair_bottom,1,1,4.23,,,,,,
pw_cf6100de48cca494,32206_boarding_m1_tracks_1_2,31034_node_m1_paid_doors,1,1,16.79,,,,,,Next Train
pw_d731e9ea5fa9e533,388,21971,1,1,21.24,,,,,3 33rd-Cecil B. Moore,88 Bethayres/Frankford-Gregg
pw_d76a6f0f1cc093f1,416_boarding_l1_eastbound_central,416_boarding_l1_eastbound_west,1,1,44.28,,,,,Next Train,
pw_e875f096c1b99adb,31034_node_m1_fare_gate_paid,31034_node_m1_paid_doors,1,1,1.8,,,,,,
pw_ed849ead27f6eab9,31034_node_l1_fare_gate_unpaid,31034_node_l1_fare_gate_paid,6,1,3.27,,,,0.9,Market-Frankford | Elevator to Market-Frankford Eastbound Platform,
pw_ef5ce5b7cac2562d,31034_node_l1_lobby,31034_node_main_concourse_entry,1,1,18.63,,,,,"Routes 104, 109, 110, 111, 112, 120, 126 | Routes 101, 102","Market-Frankford Line | Norristown High Speed Line | Routes 30, 65, 103, 105, 106, 123"
pw_f0c1f19c357bf764,31034_node_shopping_concourse_south,31034_entrance_69th_st_transit_center_shopping_concourse,1,1,4.53,,,,,Market Street | Exit,
pw_f22afe471208c29f,31034_node_l1_lobby,31034_node_m1_lobby_south,1,1,19.75,,,,,"Routes 30, 65, 103, 105, 106, 123 | Norristown High Speed Line | Exit | Elevator","Market-Frankford Line | Routes 101, 102 | Routes 21, 68, 107, 108, 113, 126 | Routes 104, 109, 110, 111, 112, 120"
pw_f75722761a49270b,15497_boarding_west_terminal_market_st_drop_off,31034_entrance_west_terminal_copley_st,1,1,18.27,,,,,,
pw_f87bac0462724bf6,31034_node_l1_unpaid_stair_drop_off,31034_node_l1_unpaid_stair_l1_lobby,2,0,,,24,,,,
pw_fbde7020dab935a7,31034_node_main_concourse_junction,31034_node_main_and_west_concourses_junction,1,1,16.55,,,,,"Routes 101, 102 | Routes 104, 109, 110, 111, 112, 120, 126","Market-Frankford Line | Norristown High Speed Line | Routes 21, 30, 65, 68, 103, 105, 106, 107, 108, 113, 123"
pw_fd26e6f2873abe94,1148_boarding_south_terminal,31034_node_east_stairs_bottom,1,1,33.22,,,,,,21 Penn's Landing | OWL Frankford Transportation Center | 68 Broad-Gon | 108 Airport & Airport Business Center | 113 TriState Mall and Darby Trans Ctr
pw_fed174a6804dcf97,31034_node_m1_lobby_south,31034_node_m1_fare_gate_unpaid,1,1,6.88,,,,,,
pw_00d3742cad4e6d3d,31033_node_escalator_1_street,31033_node_escalator_1_mezzanine,4,0,,19,,,,,
pw_0621e112f4ae7207,340,31033_node_headhouse_island_near_bridge_street,1,1,15.17,,,,,,"20 Philadelphia Mills Mall , 50 Parx Casino"
pw_0a243b5688edb505,31033_node_satellite_headhouse_mezzanine,31033_node_stair_a_mezzanine,1,1,6.54,,,,,,
pw_0dd4725f01a394f7,31033_entrance_main_hall_south_entrance,31033_node_main_hall_south_junction,1,1,8.05,,,,,,"Pratt Street | Bus | 3, 5"
pw_11c785d6da0d6e76,31033_node_main_hall_center_junction,31033_entrance_main_hall_east,1,1,13.62,,,,,"Frankford Ave | Bus | 3, 5, 24, 58",
pw_11d13e5f310d9b90,31033_node_satellite_headhouse_bus_area,31033_node_satellite_headhouse_island_near_bridge_street,1,1,24.82,,,,,,
pw_1208a84f8e2f3d56,31033_node_fare_gates_main_hall,31033_node_elevator_2_street,1,1,3.98,,,,,,
pw_149a9fdf97ccab01,31033_node_north_side_headhouse_mezzanine,31033_node_near_cashier_booth_a1_mezzanine,1,1,11.33,,,,,,
pw_15385308b92b7584,31033_node_satellite_headhouse_bus_area,21969,1,1,14.36,,,,,,
pw_1718f5c57bdd8102,31033_node_north_island_crosswalk,31033_node_entrance_to_north_island,1,1,14.49,,,,,"8, 19, 26, R | Bus | 67, 68 | Bus",
pw_191126587d908d27,31033_node_escalator_2a_mezzanine,31033_node_stair_c_mezzanine_unpaid,1,1,1.87,,,,,,
pw_19528f2aaeab7e83,31033_node_elevator_1_mezzanine,31033_node_elevator_1_street,5,1,,44,,,0.91,,
pw_1af9ac528befab0a,31033_entrance_main_hall_southeast_entrance,31033_entrance_main_hall_east,1,1,12.83,,,,,,"Bus, Owl | 3, 5, 24"
pw_1b8b1907231d846c,31033_node_fare_gates_unpaid_main_hall,31033_node_fare_gates_main_hall,6,0,4.03,,,,0.91,,
pw_1da7a067fa419cb6,31033_boarding_track_1_boarding_central,31033_boarding_track_1_boarding_area_south,1,1,69.61,,,,,,
pw_1f7db98e3caef9b8,31033_node_north_island_near_bridge_street,21967,1,1,13.61,,,,,19 Torresdale Station,
pw_1f8f12dd17ca66c5,31033_node_exit_gate_paid_area_west,31033_node_exit_gate,7,0,8.85,,,,0.78,,
pw_21ca5c37ba8789c5,31033_node_fare_gates_main_hall,31033_node_fare_gates_unpaid_main_hall,7,0,4.03,,,,0.91,,
pw_27195ef1532756c9,31033_node_near_stair_c_escalator_2_and_elevator_3,31033_node_north_platform_area,1,1,10.82,,,,,Train | Market-Frankford Line Westbound to 69th Street,"Mezzanine & Buses | Wheelchair, Elevator | Elevator, Parking, Overpass | Bus | 25, 66, 73, 84"
pw_27bafb35fc8df0b9,31033_node_near_pratt_street_crosswalk,20844,1,1,18.89,,,,,,
pw_27df135808d3c38f,21965,31033_node_north_island_junction,1,1,13.53,,,,,,
pw_2872df317a35f2c5,111,31033_node_near_pratt_street_crosswalk,1,1,14.33,,,,,"Pratt Street | Bus | 3, 5",
pw_2aedf1059a06451b,31033_node_escalator_2b_mezzanine,31033_node_escalator_2_platform,4,0,,,,,,,
pw_2cb3aefcf938dcd7,31033_entrance_main_hall_north,31033_node_elevator_3_street,1,1,10.18,,,,,"Elevator to Overpass | Elevator, Wheelchair",
pw_2e3a0c0d0a7432be,31033_node_fare_gates_paid_2,31033_node_elevator_3_mezzanine_paid,1,1,9.13,,,,,,
pw_2ea7f8d0ba6c4a00,31033_node_main_hall_perimeter_north,21962,1,1,7.08,,,,,14 Neshaminy and Oxford Valley Malls,
pw_319078fe5cf27931,21966,31033_node_north_island_near_bridge_street,1,1,23.16,,,,,,67 Phila Mills/Bustletn
pw_332cab912952f649,31033_entrance_main_hall_east,867,1,1,14.74,,,,,58 Neshaminy Mall & Somerton,
pw_3646a3a35fa534b4,31033_node_exit_gate_paid_area_east,31033_node_north_side_headhouse_mezzanine,7,0,7.36,,,,0.78,,
pw_3698dfbc451d19e7,31033_node_escalator_2_platform,31033_node_near_stair_c_escalator_2_and_elevator_3,1,1,3.0,,,,,,
pw_39292ca91ce40193,31033_node_near_pratt_street_and_frankford_ave,31033_node_south_entrance_junction,1,1,17.57,,,,,,
pw_39d7f9e766b25863,31033_node_north_island_crosswalk,21204,1,1,24.17,,,,,"Bus | 20, Bridge St.",
pw_3b049fc066ad95b2,31033_boarding_track_2_boarding_north_side,31033_boarding_track_2_boarding_central,1,1,68.58,,,,,,
pw_3ba3744190af3acc,31033_node_stair_c_mezzanine_unpaid,31033_node_north_side_headhouse_mezzanine,1,1,10.63,,,,,"Wheelchair | Exit Bridge St Terminal | Parking, Bus | 25, 66, 73, 84",
pw_3c4971f65fa9e0e0,31033_entrance_main_hall_north,31033_node_main_hall_perimeter_northeast,1,1,13.91,,,,,,
pw_3e27a708035dbfdb,31033_entrance_satellite_headhouse,21970,1,1,11.17,,,,,"Bustleton Ave Exit | Bus | 25, 73, 84",
pw_3e3bd2095e48f5a5,31033_node_top_of_stair_c,31033_node_near_stair_c_escalator_2_and_elevator_3,1,1,5.08,,,,,,
pw_40a25461f5db07e2,31033_boarding_track_2_boarding_central,31033_boarding_track_2_boarding_south_side,1,1,55.5,,,,,,
pw_459104f3a56c7b0f,31033_node_l1_central_platform_area,31033_boarding_track_1_boarding_central,1,1,14.62,,,,,Next Train,Exit Main Terminal
pw_4a8046f761853488,31033_node_satellite_headhouse_mezzanine,31033_node_near_cashier_booth_a1_mezzanine,1,1,30.76,,,,,,"Bridge St Terminal Exit | Wheelchair | 26, 66, 73, 84 | Bus, Parking"
pw_4b1e36fe367d3d00,31033_entrance_main_hall_north,31033_node_main_hall_perimeter_north,1,1,18.46,,,,,,
pw_525dc4049e1eb356,31033_node_north_platform_area,31033_boarding_track_2_boarding_north_side,1,1,14.56,,,,,Next Train,Frankford Transportation Center
pw_54002082ed522832,31033_node_stair_d_platform,31033_node_stair_d_street,2,1,,,52,,,,
pw_5579742f7a03d6a7,31033_entrance_satellite_headhouse,31033_node_satellite_headhouse_bus_area,1,1,27.01,,,,,,
pw_5a907718e703eea1,31033_boarding_track_2_boarding_central,31033_node_elevator_2_platform,1,1,24.77,,,,,Wheelchair | To Elevator,
pw_5e1cbeb1abb05d41,31033_node_elevator_2_street,31033_node_elevator_2_platform,5,1,,40,,,1.21,,
pw_5fc8ea3a48c86357,31033_node_stair_e_street,31033_entrance_stair_e_exit,7,0,5.5,,,,0.78,,
pw_61bf6ec0044e5dc3,31033_node_fare_gates_unpaid_2,31033_node_near_cashier_booth_b1_mezzanine,1,1,7.66,,,,,,
pw_63ce45244412732a,31033_node_top_of_stair_e_platform,31033_node_stair_e_mezzanine,2,0,,,27,,,Exit Frankford Ave,
pw_6589d8481e2052ed,31033_node_headhouse_island_near_bridge_street,31033_node_north_island_near_bridge_street,1,1,23.14,,,,,,
pw_67404a265337a140,31033_node_fare_gates_paid_2,31033_node_escalator_2b_mezzanine,1,1,5.13,,,,,,
pw_67cb6d5672f05ad8,31033_node_elevator_3_street,31033_node_north_island_crosswalk,1,1,19.26,,,,,,
pw_6a82bff27cd071f9,31033_node_escalator_2a_street,31033_node_escalator_2a_mezzanine,4,0,,20,,,,,
pw_6abecce9d1e9edc2,21961,31033_node_main_hall_perimeter_southeast,1,1,12.06,,,,,,
pw_6bee3e81484db674,31033_node_elevator_3_mezzanine_unpaid,31033_node_exit_gate,1,1,6.6,,,,,,
pw_701177cf0e796a37,31033_boarding_track_1_boarding_north_side,31033_boarding_track_1_boarding_central,1,1,53.82,,,,,,
pw_703d0c265261a351,31033_entrance_stair_e_exit,111,1,1,13.75,,,,,"Bus | 3, 5, 8, 14, 19, 20, 26, 50, 67, 88, R, MFO","Frankford Ave | Bus | 24, 58"
pw_7131950de4d1076f,31033_node_paid_area_junction_main_hall,31033_node_main_hall_south_junction,7,0,6.36,,,,0.78,Exit,
pw_71ff1156ee17fbc1,31033_node_stair_a_street,31033_node_stair_a_mezzanine,2,1,,,21,,,,
pw_72df58f22f50233a,31033_node_north_island_crosswalk,31033_node_main_hall_perimeter_north,1,1,20.97,,,,,,
pw_75130636e451592c,31033_node_l1_central_platform_area,31033_boarding_track_2_boarding_central,1,1,5.65,,,,,Next Train,Exit Main Terminal
pw_770b14773dba1f25,31033_node_stair_c_mezzanine_paid,31033_node_top_of_stair_c,2,1,,,27,,,,
pw_7710a7759500aca5,31033_node_near_cashier_booth_a1_mezzanine,31033_node_fare_gates_unpaid_2,1,1,8.39,,,,,,
pw_77a763aef5f005ff,31033_node_fare_gates_paid_2,31033_node_exit_gate_paid_area_east,1,1,5.67,,,,,Exit,
pw_7ae161153c1b9018,31033_node_top_of_stair_e_platform,31033_boarding_track_2_boarding_south_side,1,1,43.09,,,,,Next Train,
pw_7cdecf8faa1adc95,31033_node_main_hall_center_junction,31033_node_fare_gates_unpaid_main_hall,1,1,13.66,,,,,,
pw_7dbf43cf3c965eaa,31033_node_stair_d_platform,31033_node_near_stair_d_and_escalators_4_and_5,1,1,4.73,,,,,,
pw_7e8bb4507b48a3a5,31033_boarding_track_1_boarding_area_south,31033_node_top_of_stair_g,1,1,8.01,,,,,Exit to Pratt Street,Wheelchair | Exit Main Terminal | Bus | Information
pw_8555bcd166e5666c,31033_node_near_pratt_street_and_frankford_ave,21961,1,1,10.28,,,,,,
pw_894a699129782c32,31033_entrance_satellite_headhouse,31033_node_satellite_headhouse_junction,1,1,8.36,,,,,"Frankford Transportation Center, Overpass to Main Terminal",
pw_89e5bdebe99a9f6b,31033_node_stair_e_mezzanine,31033_node_stair_e_street,2,1,,,27,,0.78,,
pw_8c368947a4c9148c,31033_node_south_entrance_junction,31033_node_main_hall_perimeter_southeast,1,1,7.83,,,,,"Bus | 58, 88",
pw_8d44fc392a129fe8,31033_node_main_hall_south_junction,31033_node_main_hall_center_junction,1,1,23.41,,,,,,
pw_8d57f4d476353f50,31033_node_exit_gate,31033_node_near_cashier_booth_b1_mezzanine,1,1,16.67,,,,,"Wheelchair, Bus | Elevator",Wheelchair | Exit Main Terminal | Bus | Information
pw_8f2801b189ce864e,31033_node_stair_c_street,31033_node_stair_c_mezzanine_unpaid,2,1,,,23,,,,
pw_90c5c38d87230a86,31033_node_fare_gates_unpaid_2,31033_node_fare_gates_paid_2,6,0,3.94,,,,0.91,Train | Market-Frankford Line Westbound to 69th St,
pw_943099f57352aefd,31033_node_elevator_1_mezzanine,31033_node_satellite_headhouse_mezzanine,1,1,7.69,,,,,,Wheelchair | Elevator to Street
pw_9470ba8c7cd4f82f,31033_entrance_main_hall_east,31033_node_main_hall_perimeter_northeast,1,1,28.64,,,,,,"8, 14, 19, 20, 25, 26, 50 | Bus, Parking | 58, 66, 67, 73, 84, 88, R, MFO"
pw_952f5236d5439c48,31033_entrance_satellite_headhouse,21968,1,1,25.72,,,,,,
pw_9976188814c144b1,31033_node_escalator_2a_mezzanine,31033_node_exit_gate,1,1,10.74,,,,,Market-Frankford Line | Train | Westbound to 69th St,Bus | Bridge St Terminal
pw_9a825699445c7d5e,31033_entrance_north_headhouse,31033_entrance_main_hall_north,1,1,19.4,,,,,"Main Terminal | Train | Market-Frankford Line | Information | Bus | 24, 58 | Wheelchair, Elevator",
pw_9b76fc9c6d74a088,31033_node_fare_gates_paid_2,31033_node_stair_c_mezzanine_paid,1,1,6.48,,,,,,
pw_9bc73940a0fc468f,31033_node_main_hall_perimeter_north,31033_entrance_main_hall_west_entrance,1,1,23.21,,,,,"Bus | Pratt St, 3, 5, 24",
pw_9d7c9b37ab8eb871,31033_node_fare_gates_paid_2,31033_node_exit_gate_paid_area_west,1,1,4.28,,,,,Exit,
pw_9e2580866715d27c,31033_node_elevator_3_mezzanine_paid,31033_node_exit_gate_paid_area_west,1,1,6.67,,,,,,
pw_9ea6465ad8e0610b,31033_node_fare_gates_main_hall,31033_node_paid_area_junction_main_hall,1,1,5.1,,,,,,
pw_9f4a31d246c64c51,31033_node_elevator_3_platform,31033_node_near_stair_c_escalator_2_and_elevator_3,1,1,9.13,,,,,,
pw_a354d1f11cd6da75,31033_node_escalators_4_&_5_platform,31033_node_escalator_4_&_5_street,4,0,,42,,,,,
pw_a6c34f072f76b1e6,31033_node_satellite_headhouse_junction,31033_node_escalator_1_street,1,1,5.33,,,,,,
pw_a7e132f6d2627b3f,31033_node_elevator_3_platform,31033_node_elevator_3_mezzanine_paid,5,1,,,,,1.2,,Elevator to Platform
pw_a7e33952ba41cd32,31033_node_elevator_2_platform,31033_node_north_platform_area,1,1,16.46,,,,,"Overpass | Bus | 25, 66, 73, 84","Wheelchair, Elevator | Elevator to Main Terminal"
pw_aa5d37da5a5bf7ca,31033_node_satellite_headhouse_mezzanine,31033_node_escalator_1_mezzanine,1,1,7.04,,,,,,
pw_abbc71bb81f29e73,31033_entrance_north_headhouse,31033_node_north_island_crosswalk,1,1,20.2,,,,,"Bridge St, | Bus | Routes","Bus | 26, 58, 66, 73, 84, 88, Overpass | Train, Bus"
pw_acd78ae4892131c1,31033_node_main_hall_perimeter_northeast,867,1,1,16.66,,,,,58 Neshaminy Mall & Somerton,
pw_ae0bfaf57aa0332f,31033_node_near_pratt_street_crosswalk,31033_node_near_pratt_street_and_frankford_ave,1,1,17.96,,,,,"Bus | 24, 58",
pw_aecf2a7f19fb123b,31033_entrance_main_hall_southeast_entrance,31033_node_main_hall_south_junction,1,1,8.12,,,,,Frankford Transportation Center,"Frankford Ave | Bus | 24, 58"
pw_af9ac1fe66af253b,31033_node_south_entrance_junction,31033_entrance_main_hall_south_entrance,1,1,9.8,,,,,Frankford Transportation Center,
pw_afaac1a3454baae4,31033_node_north_island_near_bridge_street,388,1,1,19.01,,,,,88 Bethayres/Frankford-Gregg,
pw_b4d418733a8fd3e2,31033_entrance_north_headhouse,31033_node_stair_c_street,1,1,7.46,,,,,"Overpass, 25, 66, 73, 84 | Bus | Market-Frankford Line | Train",
pw_b4ea4397f3f9e10e,31033_node_l1_central_platform_area,31033_boarding_track_1_boarding_area_south,1,1,55.75,,,,,Next Train,
pw_b59424f33f436daa,31033_node_stair_g_street,31033_entrance_near_stair_g_exit,7,0,6.6,,,,0.78,,
pw_be1ce5a2b50cec7c,31033_node_top_of_stair_g,31033_node_stair_g_street,2,1,,,60,,,Pratt Street,
pw_bf116654648794af,31033_node_satellite_headhouse_island_near_bridge_street,31033_node_headhouse_island_near_bridge_street,1,1,29.72,,,,,,
pw_c11a5745b986a8d6,31033_node_entrance_to_north_island,31033_node_north_island_junction,1,1,13.77,,,,,,
pw_c526a45af0f55546,31033_node_main_hall_perimeter_northeast,31033_entrance_north_headhouse,1,1,28.2,,,,,,
pw_ca2756c2a6d6d3bc,21941,31033_node_satellite_headhouse_bus_area,1,1,16.32,,,,,,
pw_cad10786cbebe66c,21968,31033_node_satellite_headhouse_bus_area,1,1,9.88,,,,,,
pw_d2870b81e79d1997,31033_boarding_track_1_boarding_central,31033_node_elevator_2_platform,1,1,24.96,,,,,Wheelchair | To Elevator,
pw_d28fa85710629d51,31033_node_paid_area_junction_main_hall,31033_node_escalator_4_&_5_street,1,1,6.31,,,,,,
pw_d3adce50ed4d41e6,31033_entrance_main_hall_west_entrance,21962,1,1,15.88,,,,,14 Neshaminy and Oxford Valley Malls,
pw_d54c32e4d72aca20,31033_node_fare_gates_paid_2,31033_node_fare_gates_unpaid_2,7,0,3.94,,,,0.91,,
pw_d5e300c4d432a0db,31033_node_north_island_junction,21966,1,1,13.94,,,,,67 Phila Mills/Bustletn,
pw_d685e4c1cfd4e3a6,31033_node_south_entrance_junction,31033_entrance_stair_e_exit,1,1,5.89,,,,,"Owl, Bus | 3, 5","Frankford Ave 24, 58 | Bus | Overpass - 25, 66, 73, 84 | Bus, Parking |"
pw_d7596d5bcca390ed,31033_entrance_satellite_headhouse,21941,1,1,10.44,,,,,Exit | Bus | 66,
pw_d9c14ff92f220ccc,31033_node_escalators_4_&_5_platform,31033_node_near_stair_d_and_escalators_4_and_5,1,1,3.38,,,,,,
pw_dd1c342314b910fe,31033_node_main_hall_perimeter_southeast,31033_entrance_main_hall_southeast_entrance,1,1,13.64,,,,,,
pw_ddf5c40ba083bb25,31033_entrance_north_headhouse,31033_node_escalator_2a_street,1,1,8.25,,,,,"Overpass, 25, 66, 73, 84 | Bus | Market-Frankford Line | Train",
pw_ddfd17df6348490e,31033_node_north_platform_area,31033_boarding_track_1_boarding_north_side,1,1,13.11,,,,,Next Train,Frankford Transportation Center
pw_def671611c594bfb,31033_entrance_main_hall_north,31033_node_main_hall_center_junction,1,1,21.35,,,,,Frankford Transportation Center,"Parking, Bus | 25, 66, 73, 84"
pw_e13a01a744567ee9,31033_node_escalator_4_&_5_street,31033_node_escalators_4_&_5_platform,4,0,,42,,,,,
pw_e1673fef0389b461,31033_entrance_main_hall_west_entrance,31033_node_main_hall_center_junction,1,1,12.64,,,,,,"Bus | 8, 14, 19, 20, 26, 50, 67, 88, R, MFO"
pw_e40d6257fe401896,31033_node_satellite_headhouse_junction,31033_node_elevator_1_street,1,1,10.65,,,,,,
pw_e643b81f5d840a20,31033_boarding_track_1_boarding_area_south,31033_boarding_track_2_boarding_south_side,1,1,8.82,,,,,,
pw_e71f303290e8ab74,31033_node_near_stair_d_and_escalators_4_and_5,31033_node_l1_central_platform_area,1,1,7.14,,,,,Train | Market-Frankford Line Westbound to 69th Street,
pw_f32b0101c7fdca58,31033_node_elevator_3_mezzanine_unpaid,31033_node_elevator_3_street,5,1,,,,,1.21,Elevator to Street,
pw_f60bbe3947eef29a,31033_node_l1_central_platform_area,31033_node_top_of_stair_e_platform,1,1,3.27,,,,,,
pw_f80d568596e7cea2,31033_entrance_main_hall_west_entrance,111,1,1,45.37,,,,,,"Parking, Bus | 8, 14, 19, 20, 25, 26, 50, 66, 67, 73, 84, 88, R MFO"
pw_fb7b18eba12f5b94,31033_boarding_track_2_boarding_south_side,31033_node_top_of_stair_g,1,1,10.04,,,,,Exit To Pratt Street,Wheelchair | Exit Main Terminal | Bus | Information
pw_fddf2b1e348415e4,31033_node_paid_area_junction_main_hall,31033_node_stair_d_street,1,1,7.7,,,,,,
pw_ff977e203c7196b4,31033_node_satellite_headhouse_junction,31033_node_stair_a_street,1,1,3.65,,,,,,
